"rank","name","industry","revenue","three_years_growth_percent","workers","founded","yrs_on_list","state","metro","city","url"
"3717","ITS","Logistics & Transportation",55.7,0.092,87,2002,"11","AZ","Phoenix","Chandler","its.aero"
"3718","Serve First Solutions","Financial Services",5.7,0.092,22,2002,"4","CA","Los Angeles","Los Alamitos","serve-first.com"
"3719","Teguar Corporation","Computer Hardware",11.6,0.092,24,2010,"4","NC","Charlotte","Charlotte","teguar.com"
"3720","Progressive Dental","Advertising & Marketing",12.6,0.092,58,2009,"6","FL","Tampa","Clearwater","progressivedentalmarketing.com"
"3721","Resicon","Construction",4.2,0.092,22,2009,"1","WA","Seattle","Tacoma","resiconllc.com"
"3722","EO Products","Consumer Products & Services",47,0.092,137,1995,"8","CA","San Francisco","San Rafael","eoproducts.com"
"3723","Vyne","Health",35.5,0.092,110,1997,"12","GA","Atlanta","Dunwoody","vynecorp.com"
"3724","Northwest Green Solutions","Consumer Products & Services",6.5,0.092,45,1991,"1","OR",NA,"Medford","nobuggy.com"
"3725","Greenville Avenue Pizza Company","Food & Beverage",3.6,0.092,60,2007,"3","TX","Dallas","Dallas","gapc.co"
"3726","AccuSource","Business Products & Services",4.6,0.092,25,1999,"1","CA","Inland Empire","Corona","accusource-online.com"
"3727","Equian","Health",369.4,0.092,1799,2004,"9","IN","Indianapolis","Indianapolis","equian.com"
"3728","Beyond20","IT Management",6,0.092,30,2006,"5","AZ","Phoenix","Scottsdale","http://beyond20.com"
"3729","Rhythmic Technologies","IT System Development",2.9,0.092,15,2007,"3","VA","Washington","Sterling","rhythmictech.com"
"3730","SEQUOIA HOLDINGS","IT System Development",10.8,0.092,52,2012,"4","VA","Washington","Reston","sequoiainc.com"
"3731","Sendero","Business Products & Services",25.7,0.092,182,2004,"9","TX","Dallas","Dallas","senderoconsulting.com"
"3732","Mobomo","IT System Development",15.4,0.092,65,2009,"7","VA","Washington","Vienna","mobomo.com"
"3733","EveryAction","Software",43.7,0.091,248,1997,"11","DC","Washington","Washington","everyaction.com"
"3734","Vergent LMS","Software",9.2,0.091,49,2006,"1","MS",NA,"Ridgeland","vergentlms.com"
"3735","Service Express","IT Management",113.4,0.091,457,1993,"11","MI",NA,"Grand Rapids","serviceexpress.com"
"3736","Cerebra Consulting","Software",6.8,0.091,30,2004,"2","PA","Philadelphia","Malvern","cerebra-consulting.com"
"3737","Fathom 4","Government Services",5.4,0.091,46,2012,"3","SC","Charleston","Charleston","fathom4.com"
"3738","97th Floor","Advertising & Marketing",8.4,0.091,75,2005,"4","UT","Provo-Orem","Lehi","97thfloor.com"
"3739","Tranquility Dental Wellness Center","Health",4,0.091,22,2012,"1","WA",NA,"Lacey","tranquilitydentalwellness.com"
"3740","Mullin","Construction",10.4,0.091,86,2007,"1","LA",NA,"St. Rose","mullinlandscape.com"
"3741","Solodev","Software",4.4,0.091,23,2006,"4","FL","Orlando","Orlando","solodev.com"
"3742","Cooper's Hawk Winery & Restaurants","Food & Beverage",282.3,0.091,4817,2005,"7","IL","Chicago","Downers Grove","chwinery.com"
"3743","Alorica","Business Products & Services",2.2,0.091,96000,1999,"2","CA","Los Angeles","Irvine","alorica.com"
"3744","Chandra Technologies","Government Services",10.4,0.091,8,2002,"4","WI","Madison","Madison","chandratech.com"
"3745","Thrive Consulting","Business Products & Services",5.2,0.091,25,2010,"1","GA","Atlanta","Atlanta","thrivethinking.com"
"3746","Mansari","Consumer Products & Services",2.5,0.091,NA,2008,"1","FL","Tampa","Tampa","https://www.collegehunkshaulingjunk.com/tampa-north"
"3747","Novus Architects","Construction",11.6,0.091,63,1992,"2","SC","Charleston","Mount Pleasant","novusarchitects.com"
"3748","Seer Interactive","Advertising & Marketing",23.1,0.091,179,2002,"5","PA","Philadelphia","Philadelphia","seerinteractive.com"
"3749","360 Payments","Financial Services",7.5,0.091,32,2011,"5","CA","San Jose","Campbell","360payments.com"
"3750","Inspira Marketing","Advertising & Marketing",70.5,0.091,334,2008,"7","CT","Bridgeport-Stamford-Norwalk","Norwalk","http://inspiramarketing.com"
"3751","The Braun Agency","Insurance",2.1,0.091,39,1998,"1","VA","Virginia Beach","Virginia Beach","braunagency.com"
"3752","The Siegfried Group","Financial Services",218.1,0.091,849,1988,"5","DE","Philadelphia","Wilmington","siegfriedgroup.com"
"3753","Opus Interactive","IT Management",6.7,0.09,20,1996,"2","OR",NA,"Hillsboro","http://opusinteractive.com"
"3754","Primary Wave Media","Advertising & Marketing",8.8,0.09,34,2003,"5","NY","New York City","Pleasantville","ringboost.com"
"3755","Exbabylon IT Solutions","IT Management",3.8,0.09,25,2001,"1","WA",NA,"Newport","exbabylon.com"
"3756","TGG Accounting","Financial Services",10.1,0.09,95,2006,"5","CA","San Diego","San Diego","tgg-accounting.com"
"3757","AltexSoft","IT System Development",2.1,0.09,200,2007,"2","CA","San Diego","Carlsbad","altexsoft.com"
"3758","Lincoln Security Services","Security",4,0.09,245,2011,"2","IL","Chicago","Chicago","http://lincolnsecurityllc.com"
"3759","Zogics","Health",10.2,0.09,15,2007,"2","MA",NA,"Lenox","zogics.com"
"3760","Logical Media Group","Advertising & Marketing",4.9,0.09,34,2006,"4","IL","Chicago","Chicago","logicalmediagroup.com"
"3761","Tjfact","Government Services",7.9,0.09,104,2009,"3","GA","Atlanta","Atlanta","http://tjfact.com"
"3762","Netreo","Software",4.5,0.09,21,2000,"3","CA","Los Angeles","Irvine","netreo.com"
"3763","Worcester Companies","Real Estate",26.4,0.09,130,2006,"2","MO","Kansas City","Kansas City","worcesterinvestments.com"
"3764","Trowbridge & Trowbridge","Government Services",78.7,0.09,298,2006,"6","VA","Washington","Mclean","tt-llc.com"
"3765","iPower Technologies","IT Management",6.8,0.089,18,2009,"3","FL","Miami","Boca Raton","goipower.com"
"3766","Atlas Insurance Brokers","Insurance",24.1,0.089,23,2000,"3","MN",NA,"Rochester","aibme.com"
"3767","Truland Homes","Real Estate",97.2,0.089,56,2011,"2","AL",NA,"Spanish Fort","trulandhomes.com"
"3768","Municibid","Government Services",17.3,0.089,4,2006,"2","PA","Philadelphia","Philadelphia","municibid.com"
"3769","Clear Resolution","Government Services",5.8,0.089,60,2008,"2","MD",NA,"Baltimore","crctoday.com"
"3770","Evoke Brand Strategies","Advertising & Marketing",4,0.089,42,2009,"4","WI","Madison","Madison","ideasthatevoke.com"
"3771","Sun Solar","Energy",18.3,0.089,107,2012,"4","MO","Springfield","Springfield","ussunsolar.com"
"3772","CoAdvantage","Human Resources",4600,0.089,410,1997,"4","FL","Tampa","Tampa","coadvantage.com"
"3773","Monitors.com","Health",3.3,0.089,9,2009,"1","TX","Houston","Houston","monitors.com"
"3774","SMS Lodging","Real Estate",21.7,0.089,205,2010,"3","FL","Miami","Miami","smslodging.com"
"3775","Selling Simplified","Advertising & Marketing",8.8,0.089,84,2011,"4","CO","Denver","Greenwood Village","sellingsimplified.com"
"3776","Enlinx","Logistics & Transportation",30,0.089,126,2011,"2","UT","Salt Lake City","Salt Lake City","enlinx.com"
"3777","Bigcommerce","Software",94.2,0.089,606,2009,"6","TX","Austin","Austin","bigcommerce.com"
"3778","Digital Boardwalk","IT Management",2.5,0.089,19,2009,"2","FL",NA,"Pensacola","digitalboardwalk.com"
"3779","Innovative Business Solutions","Telecommunications",8.6,0.089,15,2006,"4","CO","Denver","Castle Rock","innovative-business.net"
"3780","Banyan Technology","Logistics & Transportation",4.3,0.089,55,2001,"2","OH","Cleveland","Westlake","banyantechnology.com"
"3781","Lizzy Lift","Construction",23.9,0.089,24,1998,"2","IL","Chicago","Elmhurst","lizzylift.com"
"3782","Vital Edge Solutions","IT System Development",3.6,0.089,28,2011,"1","VA","Washington","Fairfax","vital-edge.com"
"3783","Tribal Tech","Government Services",16.8,0.089,91,2010,"6","VA","Washington","Alexandria","tribaltechllc.com"
"3784","D'Aprile Properties","Real Estate",17.5,0.089,388,2010,"5","IL","Chicago","Chicago","http://daprileproperties.com"
"3785","Infomatics","IT Management",12.5,0.089,160,1998,"8","MI","Detroit","Farmington Hills","infomatinc.com"
"3786","InfoReady","Software",3.1,0.089,24,2010,"3","MI","Ann Arbor","Ann Arbor","inforeadycorp.com"
"3787","General Informatics","IT Management",12.8,0.089,70,2001,"6","LA","Baton Rouge","Baton Rouge","geninf.com"
"3788","True Builders","Construction",7.6,0.089,46,2010,"3","FL","Tampa","Plant City","thetruecorp.com"
"3789","Natran","Consumer Products & Services",2.3,0.088,25,2006,"1","TX","Houston","Houston","natran.com"
"3790","Cuddle Clones","Consumer Products & Services",3.5,0.088,50,2011,"2","KY","Louisville/Jefferson County","Louisville","cuddleclones.com"
"3791","ON Partners","Human Resources",26.3,0.088,50,2006,"6","OH","Cleveland","Hudson","onpartners.com"
"3792","Roundstone","Insurance",16.8,0.088,59,2003,"2","OH","Cleveland","Lakewood","roundstoneinsurance.com"
"3793","First Centennial Mortgage","Financial Services",44.3,0.088,264,1995,"3","IL","Chicago","Aurora","gofcm.com"
"3794","Sunset Transportation","Logistics & Transportation",159.5,0.088,130,1989,"7","MO","St. Louis","St. Louis","sunsettrans.com"
"3795","TrafficSafetyStore.com","Manufacturing",19.9,0.088,35,2002,"4","PA","Philadelphia","West Chester","trafficsafetystore.com"
"3796","P.J. Wallbank Springs","Manufacturing",30.3,0.088,160,1982,"2","MI","Detroit","Port Huron","pjws.com"
"3797","Inteletech Global","IT Management",2.6,0.088,25,2011,"2","FL","Orlando","Altamonte Springs","inteletechglobal.com"
"3798","Synergy Comp Insurance Company","Insurance",22.9,0.088,34,2005,"4","PA",NA,"Sharon","synergyinsurance.com"
"3799","Proactive Technologies","IT Management",11.2,0.088,46,2007,"7","NY","New York City","New York","proactivetech.net"
"3800","CompuTech City","IT Management",5.8,0.088,30,2002,"1","FL","Orlando","Longwood","computechcity.com"
"3801","Proforma GPS Global Promotional Sourcing","Business Products & Services",12.8,0.088,12,2001,"4","NV","Las Vegas","Las Vegas","gpspromotions.com"
"3802","Pediatric Home Healthcare","Health",38.8,0.088,1664,2010,"4","TX","Dallas","Dallas","pediatrichomehealthcare.com"
"3803","Rapid Web Services","Security",14,0.088,35,2009,"5","FL","Tampa","Saint Petersburg","thesslstore.com"
"3804","Goodzer","Advertising & Marketing",3.8,0.088,7,2010,"1","VA","Washington","Reston","goodzer.com"
"3805","Automated Systems Design","IT Management",42.9,0.088,75,1987,"6","GA","San Diego","Alpharetta","asd-usa.com"
"3806","Spectrio","Advertising & Marketing",42.4,0.088,230,1986,"8","FL","Tampa","Oldsmar","spectrio.com"
"3807","Buildingstars of Charlotte","Business Products & Services",2.4,0.088,7,2011,"1","NC","Charlotte","Charlotte","buildingstarsofcharlottte"
"3808","OnQ Solutions","Business Products & Services",35.5,0.088,47,2004,"1","CA","San Francisco","Hayward","onqsolutions.com"
"3809","ReSource Pro","Insurance",93.2,0.088,3953,2003,"11","NY","New York City","New York","resourcepro.com"
"3810","Ques Industries","Manufacturing",9.7,0.088,26,1983,"4","OH",NA,"Cleveland","quesinc.com"
"3811","Titan Growth","Advertising & Marketing",10,0.088,45,2004,"8","CA","San Diego","San Diego","titangrowth.com"
"3812","In Time Tec","Software",9,0.088,37,2009,"4","ID","Boise City-Nampa","Meridian","intimetec.com"
"3813","Cast Aluminum Solutions","Manufacturing",28.5,0.088,118,2010,"3","IL","Chicago","Batavia","castaluminumsolutions.com"
"3814","GadellNet Technology Solutions","IT Management",11.8,0.088,85,2003,"7","MO","St. Louis","St. Louis","gadellnet.com"
"3815","iVenture Solutions","IT Management",20.6,0.088,120,2000,"10","FL","Jacksonville","Jacksonville","iventuresolutions.com"
"3816","Russell Cellular","Retail",424.4,0.088,1868,1993,"9","MO","Springfield","Battlefield","russellcellular.com"
"3817","DP Electric","Construction",60.5,0.088,350,1990,"1","AZ","Phoenix","Tempe","dpelectric.com"
"3818","strategic HR","Human Resources",2.4,0.088,18,1995,"2","OH","Cincinnati","Cincinnati","strategichrinc.com"
"3819","Coherent Solutions","Software",46.4,0.088,920,1995,"8","MN","Minneapolis","St. Louis Park","coherentsolutions.com"
"3820","Hightowers Petroleum Company","Energy",434.3,0.087,46,1985,"6","OH",NA,"Middletown","hightowerspetroleum.com"
"3821","Percepture","Advertising & Marketing",3.1,0.087,5,2004,"3","NJ","New York City","Branchburg","percepture.com"
"3822","AccelHRate","Human Resources",3.5,0.087,4,2014,"1","VA","Washington","Herndon","http://accelhrate.com"
"3823","Dutch Country Living","Retail",3,0.087,14,2012,"2","IA",NA,"Bloomfield","dutchcountryliving.com"
"3824","Hanapin Marketing","Advertising & Marketing",8.6,0.087,66,2004,"6","IN",NA,"Bloomington","hanapinmarketing.com"
"3825","Abadie-Williams","Engineering",2.5,0.087,21,2013,"2","LA","New Orleans","Metairie","abadie-williams.com"
"3826","RealJoy Vacations","Real Estate",9.3,0.087,53,2009,"2","FL",NA,"Destin","realjoy.com"
"3827","KW Property Management & Consulting","Real Estate",70.5,0.087,1500,2004,"1","FL","Miami","Miami","kwpmc.com"
"3828","UpClear","Software",6,0.087,33,2007,"6","NY","New York City","New York","upclear.com"
"3829","Patrick Accounting and Tax Services","Financial Services",3.3,0.087,19,2003,"1","TN",NA,"Memphis","http://patrickaccounting.com"
"3830","AltaVista Strategic Partners","Advertising & Marketing",2.8,0.087,18,2011,"3","MD","Baltimore","Glen Burnie","altavistasp.com"
"3831","Ryan Gootee General Contractors","Construction",64.2,0.087,35,2004,"2","LA","New Orleans","Metairie","rggc.com"
"3832","Schaumburg Specialties","Manufacturing",3.5,0.087,21,1983,"1","IL","Chicago","Schaumberg","shopcraftracks.com"
"3833","Cross Country Home Services","Insurance",434,0.087,808,1978,"2","FL","Miami","Boca Raton","cchs.com"
"3834","Taoti Creative","Advertising & Marketing",6,0.087,47,1996,"4","DC","Washington","Washington","taoti.com"
"3835","Tenon Tours","Travel & Hospitality",7.3,0.087,23,2007,"5","MA","Boston","Wakefield","tenontours.com"
"3836","Peoples Company","Real Estate",7.3,0.087,55,1972,"2","IA","Des Moines","Clive","peoplescompany.com"
"3837","Point of Rental Software","Software",18.1,0.087,150,1982,"3","TX","Dallas","Grand Prairie","pointofrental.com"
"3838","Reliant Funding","Financial Services",64.8,0.087,180,2010,"7","CA","San Diego","San Diego","reliantfunding.com"
"3839","Kung Fu Tea","Food & Beverage",21.9,0.087,71,2010,"2","NY","New York City","New York","kungfutea.com"
"3840","OnSite Fleet","Logistics & Transportation",3.8,0.087,196,2014,"1","TN","Nashville","Franklin","http://onsitefleetmanagement.com"
"3841","Schox Patent Group","Business Products & Services",6.4,0.087,11,2009,"6","CA","San Francisco","San Francisco","http://schox.com"
"3842","Trapp Technology","IT Management",13,0.087,75,2007,"6","AZ","Phoenix","Phoenix","trapptechnology.com"
"3843","inSeption Group","Business Products & Services",14.1,0.087,72,2011,"1","PA","Philadelphia","Lansdale","inseptiongroup.com"
"3844","Firehook","Food & Beverage",11.5,0.087,100,1992,"2","VA","Washington","Chantilly","http://firehook.com"
"3845","Flywheel Brands","Advertising & Marketing",6,0.087,20,1981,"1","TN",NA,"Hixson","flywheelbrands.com"
"3846","Badass Brand","Consumer Products & Services",2.8,0.087,18,2014,"1","CA",NA,"El Dorado Hills","badassbeardcare.com"
"3847","Carahsoft Technology","Government Services",5400,0.087,1000,2004,"12","VA","Washington","Reston","http://carahsoft.com"
"3848","Aurora Imaging Company","Media",5.4,0.086,35,2001,"1","PA","Philadelphia","Conshohocken","bowstring.tv"
"3849","Gilmore Solutions","IT Management",2.6,0.086,21,2003,"1","KS",NA,"Sterling","gilmoresolutions.com"
"3850","Capital Edge Consulting","Government Services",12.4,0.086,33,2010,"4","VA","Washington","Mclean","capitaledgeconsulting.com"
"3851","Roadway Moving Company","Consumer Products & Services",22.1,0.086,215,2008,"2","NY","New York City","New York","roadwaymoving.com"
"3852","Synchrogistics","Logistics & Transportation",18.8,0.086,25,2010,"2","NC",NA,"Raleigh","synchrogistics.com"
"3853","TalTeam","IT System Development",9.1,0.086,68,2011,"4","VA","Washington","Herndon","talteam.com"
"3854","memoryBlue","Business Products & Services",12,0.086,140,2002,"7","VA","Washington","Tysons","memoryblue.com"
"3855","TiER1","Business Products & Services",36.4,0.086,182,2002,"13","KY","Cincinnati","Covington","http://tier1performance.com"
"3856","vCORE Technology Partners","IT Management",104.1,0.086,120,2010,"1","AZ","Phoenix","Scottsdale","vcore.com"
"3857","Lithko Contracting","Construction",704.4,0.086,2075,1994,"3","OH","Cincinnati","West Chester","lithko.com"
"3858","CapTech Ventures","IT Management",192.4,0.086,1011,1997,"13","VA","Richmond","Richmond","captechconsulting.com"
"3859","Best Practice Energy","Energy",3.6,0.086,24,2010,"3","RI",NA,"Wakefield","bestpracticeenergy.com"
"3860","Managed Care Advisors","Health",15.4,0.086,115,1997,"4","MD","Washington","Bethesda","mcacares.com"
"3861","Donaldson Plastic Surgery","Health",3.7,0.086,10,2008,"2","OH","Columbus","Dublin","donaldsonplasticsurgery.com"
"3862","Yepremyan Law Firm","Business Products & Services",3.3,0.086,14,1998,"2","CA","Los Angeles","Sherman Oaks","vylawfirm.com"
"3863","MESH(r)","Advertising & Marketing",6.2,0.086,26,2003,"4","LA","Baton Rouge","Baton Rouge","meshbr.com"
"3864","Pedigree Technologies","Software",17.4,0.086,79,2004,"8","ND",NA,"Fargo","https://www.pedigreetechnologies.com"
